qId,segmentId,type,difficulty,tag1,tag2,tag3,lawTag,revisionFlag,conceptId,variantGroupId,source_ref,imageUrl,stem,choiceA,choiceB,choiceC,choiceD,choiceE,explainA,explainB,explainC,explainD,explainE,correct,explainShort,explainLong,status,updatedAt
R2-A-Q007,R2-前半-main-7,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.7,,"コンクリート用混和材料に関する次の記述のうち,適当でないものはどれか。 3",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R2-A-Q008,R2-前半-main-8,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.8,,"コンクリートの打込み・締固めに関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R2-A-Q009,R2-前半-main-9,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.9,,"コンクリートの配合に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R2-A-Q010,R2-前半-main-10,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.10,,"鉄筋の加工・組立に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R2-A-Q011,R2-前半-main-11,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.11,,"コンクリートの養生に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R2-A-Q012,R2-前半-main-12,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.12,,"構造物の基礎に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R2-A-Q013,R2-前半-main-13,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.13,,"中掘り杭工法の施工に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R2-A-Q014,R2-前半-main-14,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.14,,"場所打ち杭工法の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R2-A-Q015,R2-前半-main-15,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.15,,"土留め支保工の施工に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R2-A-Q016,R2-前半-main-16,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.16,,"鋼道路橋の架設上の留意事項に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R2-A-Q017,R2-前半-main-17,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.17,,"鋼道路橋に用いる耐候性鋼材に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R2-A-Q018,R2-前半-main-18,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.18,,"鋼道路橋における高力ボルトの締付け作業に関する次の記述のうち,適当なものはどれ か。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R2-A-Q019,R2-前半-main-19,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.19,,"コンクリート構造物の劣化に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R2-A-Q020,R2-前半-main-20,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.20,,"損傷を生じた鉄筋コンクリート構造物の補修に関する次の記述のうち,適当でないもの はどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R2-A-Q021,R2-前半-main-1,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.21,,"河川堤防の施工に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R2-A-Q022,R2-前半-main-2,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.22,,"河川堤防における軟弱地盤対策工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R2-A-Q023,R2-前半-main-3,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.23,,"多自然川づくりにおける護岸に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R2-A-Q024,R2-前半-main-4,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.24,,"砂防えん堤の基礎の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R2-A-Q025,R2-前半-main-5,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.25,,"地すべり防止工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R2-A-Q026,R2-前半-main-6,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.26,,"急傾斜地崩壊防止工に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R2-A-Q027,R2-前半-main-7,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.27,,"道路のアスファルト舗装における路床の施工に関する次の記述のうち,適当でないもの はどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R2-A-Q028,R2-前半-main-8,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.28,,"道路のアスファルト舗装における路盤の施工に関する次の記述のうち,適当でないもの はどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R2-A-Q029,R2-前半-main-9,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.29,,"道路のアスファルト舗装における表層・基層の施工に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R2-A-Q030,R2-前半-main-10,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.30,,"道路のアスファルト舗装における補修工法に関する次の記述のうち,適当でないものは どれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R2-A-Q031,R2-前半-main-11,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.31,,"道路のポーラスアスファルト混合物の舗設に関する次の記述のうち,適当でないものは どれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R2-A-Q032,R2-前半-main-12,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.32,,"道路のコンクリート舗装に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R2-A-Q033,R2-前半-main-13,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.33,,"ダムの基礎処理に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R2-A-Q034,R2-前半-supplementary-1,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.34,,"重力式コンクリートダムで各部位のダムコンクリートの配合区分と必要な品質に関する 次の記述のうち,適当なものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R2-A-Q035,R2-前半-supplementary-2,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.35,,"トンネルの山岳工法における掘削の施工に関する次の記述のうち,適当でないものはど れか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R2-A-Q036,R2-前半-supplementary-3,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.36,,"トンネルの山岳工法における覆工コンクリートの施工に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R2-A-Q037,R2-前半-supplementary-4,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.37,,"海岸の潜堤・人工リーフの機能や特徴に関する次の記述のうち,適当でないものはどれ か。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R2-A-Q038,R2-前半-supplementary-5,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.38,,"海岸堤防の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R2-A-Q039,R2-前半-supplementary-6,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.39,,"ケーソンの施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R2-A-Q040,R2-前半-supplementary-7,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.40,,"港湾工事に用いる浚渫船の特徴に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R2-A-Q041,R2-前半-supplementary-8,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.41,,"鉄道のコンクリート路盤の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R2-A-Q042,R2-前半-supplementary-9,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.42,,"鉄道の軌道における維持管理に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R2-A-Q043,R2-前半-supplementary-10,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.43,,"鉄道(在来線)の営業線及びこれに近接して工事を施工する場合の保安対策に関する次 の記述のうち,適当でないものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R2-A-Q044,R2-前半-supplementary-11,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.44,,"シールド工法の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R2-A-Q045,R2-前半-supplementary-12,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.45,,"鋼橋の防食に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R2-A-Q046,R2-前半-supplementary-13,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.46,,"軟弱地盤や液状化のおそれのある地盤における上水道管布設に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R2-A-Q047,R2-前半-supplementary-14,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.47,,"下水道に用いられる剛性管きょの基礎の種類に関する次の記述のうち,適当でないもの はどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R2-A-Q048,R2-前半-supplementary-15,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.48,,"下水道工事における小口径管推進工法の施工に関する次の記述のうち,適当でないもの はどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R2-A-Q049,R2-前半-supplementary-16,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.49,,"薬液注入工事における注入効果の確認方法に関する次の記述のうち,適当なものはどれ か。 挨5",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R2-A-Q050,R2-前半-supplementary-17,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.50,,"就業規則に関する次の記述のうち,労働基準法令上,誤っているものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R2-A-Q051,R2-前半-supplementary-18,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.51,,"労働基準法令に定められている労働時間,休憩及び年次有給休暇に関する次の記述のう ち,正しいものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R2-A-Q052,R2-前半-supplementary-19,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.52,,"事業者が統括安全衛生責任者に統括管理させなければならない事項に関する次の記述の うち,労働安全衛生法令上,誤っているものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R2-A-Q053,R2-前半-supplementary-20,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.53,,"労働安全衛生法令上,高さが m 以上のコンクリート造の工作物の解体作業における 危険を防止するために,事業者が行わなければならない事項に関する次の記述のうち, 誤っているものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R2-A-Q054,R2-前半-supplementary-1,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.54,,"技術者制度に関する次の記述のうち,建設業法令上,誤っているものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R2-A-Q055,R2-前半-supplementary-2,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.55,,"火薬類取締法令上,火薬類の取扱い等に関する次の記述のうち,正しいものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R2-A-Q056,R2-前半-supplementary-3,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.56,,"車両制限令で定められている通行車両の最高限度を超過する特殊な車両の通行に関する 次の記述のうち,道路法上,誤っているものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R2-A-Q057,R2-前半-supplementary-4,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.57,,"河川管理者以外の者が,河川区域内(高規格堤防特別区域を除く)で工事を行う場合の 手続きに関する次の記述のうち,河川法上,誤っているものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R2-A-Q058,R2-前半-supplementary-5,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.58,,"建築基準法上,工事現場に設ける仮設建築物に対する制限の緩和が適用されないもの は,次の記述のうちどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R2-A-Q059,R2-前半-supplementary-6,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.59,,"騒音規制法令上,特定建設作業に関する次の記述のうち,誤っているものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R2-A-Q060,R2-前半-supplementary-7,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.60,,"振動規制法令上,指定地域内で特定建設作業を伴う建設工事を施工しようとする者が, 市町村長に届け出なければならない事項に該当しないものは,次のうちどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R2-A-Q061,R2-前半-supplementary-8,ability,3,,,,,false,,,令和2年度第一次検定 前半 No.61,,"船舶の航行又は港長の許可に関する次の記述のうち,港則法令上,誤っているものはど れか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
